movie_id,genre_id
1834,53
26282,12
26282,18
26282,10749
26282,80
37218,10752
37218,18
37218,10749
37218,28
252,10751
252,14
252,35
116356,35
116356,10749
16372,27
16372,9648
16372,18
11561,35
11561,878
11302,35
623,35
623,80
583,35
12614,10402
12614,35
12614,10749
21711,35
21711,18
11575,35
11575,12
11575,28
475,80
475,18
11331,12
11331,18
521,53
521,80
21202,10402
88,18
88,10402
88,10749
500,80
500,53
792,18
792,10752
792,28
8491,35
8491,80
402,53
402,9648
10537,10402
10537,18
10537,36
11386,80
11386,18
11386,53
9504,80
9504,18
9504,9648
15764,18
15764,10749
15764,10752
601,878
601,12
601,10751
601,14
67365,35
25842,18
25842,14
25842,10751
2119,12
2119,28
2119,18
744,28
744,18
136311,28
136311,35
221,18
702,18
702,53
25750,27
17642,99
427043,35
146341,80
146341,18
9305,99
37616,35
37616,80
11112,35
21612,80
21612,18
141210,35
141210,27
102461,18
36998,18
200383,28
200383,12
200383,18
200383,37
116844,18
1630,18
26626,35
470646,99
124837,99
11816,18
11816,10749
11843,35
11843,80
11843,9648
10379,35
10379,14
10379,10751
2756,12
2756,53
2756,878
790,27
1103,878
1103,28
11298,27
4480,18
4481,18
575751,35
575751,10749
49688,18
49688,80
10765,35
762,12
762,35
762,14
44497,10749
44497,35
278621,18
99479,18
55049,35
55049,80
55049,14
55049,9648
124829,99
79306,99
356054,18
356054,35
10548,99
10548,10770
10548,36
10548,10402
531,16
531,35
531,10751
104931,99
4483,18
4483,36
18919,16
18919,14
31556,53
31556,80
26167,80
26167,53
26174,80
26174,53
572997,18
572997,36
572997,10752
61461,18
117500,18
218713,35
217802,35
217802,10402
217802,10749
127973,35
659,18
659,36
659,10752
30892,35
30892,18
86369,18
