movie_id,keyword_id
688,2038
688,6059
688,5809
688,1003
688,699
688,6025
688,4402
688,2784
688,2029
688,3450
688,3451
688,3452
688,324429
11907,530
11907,3392
11907,9457
11907,13072
11907,187056
11907,196682
11907,258533
10874,2041
10874,4418
10874,6300
10874,6956
10874,11691
10874,12988
10874,179431
10874,251337
10874,288816
96357,156121
197,392
197,388
197,697
197,6987
197,9672
197,161257
197,273967
103,2231
103,422
103,242
103,444
103,445
103,1523
103,1749
103,1228
103,1667
103,5446
103,6112
103,6083
103,7368
103,7151
103,9622
103,7002
103,18075
103,33424
103,33625
103,161728
103,164186
103,167104
103,168346
103,197056
103,207268
103,225582
103,239797
103,252192
103,261264
103,266753
103,270831
103,293649
103,325766
103,325773
103,325780
33542,242
33542,779
33542,1545
33542,1384
33542,2987
33542,4640
33542,9748
33542,7002
33542,10291
33542,10726
33542,11860
33542,13027
33542,33556
33542,156196
33542,161307
33542,179431
33542,208156
33542,219404
43566,2619
43566,12279
43566,189402
43566,205732
71754,818
71754,6015
71754,5829
71754,40897
71754,164742
71754,188645
71754,207883
71754,240204
43612,12392
43612,15016
43612,177035
43612,187056
51352,1755
51352,2450
51352,4399
51352,4020
51352,4434
51352,10360
51352,11728
51352,15199
16934,212
16934,351
16934,5921
16934,9672
16934,9826
16934,11857
16934,10714
16934,15106
16934,234682
10324,1253
10324,9457
10324,9673
10324,12392
10324,158967
78406,380
78406,7375
78406,10909
78406,155881
78406,208563
55731,5657
55731,1668
55731,10508
55731,175976
32119,516
32119,6783
32119,1228
32119,9672
32119,6178
32119,172391
32119,264551
32119,292593
32119,314730
32119,340472
11066,2336
11066,3836
11066,6779
11066,8642
11066,9094
11066,337167
11066,338528
11104,3391
11104,6149
11104,1595
11104,5490
11104,6618
11104,9840
11104,12354
11104,185265
11104,185266
11104,229524
11104,267876
11104,320420
11104,324429
11104,325832
2074,5498
2074,6230
2074,6231
27793,334
27793,2343
27793,9663
27793,12554
27793,15101
27793,170362
44284,187056
110972,3658
110972,9840
110972,12670
110972,157303
110972,182414
32622,187056
73067,9856
73067,13028
73067,14985
73067,208501
11863,596
11863,550
11863,582
11863,738
11863,1936
11863,1664
11863,5340
11863,3182
11863,9826
11863,10714
11863,13059
11863,207767
55475,242
55475,1625
55475,190019
9101,1860
9101,339
9101,4410
9101,9789
9101,10871
9101,12011
9101,12612
9101,160881
9101,193933
9101,227612
9101,246510
9101,286227
9101,307319
9101,307320
9101,307321
9101,307322
123360,5565
5757,11800
5757,10180
5757,11524
5757,163053
5757,258533
39428,818
39428,531
39428,10229
39428,178870
39428,207883
39428,207981
9302,3658
9302,416
9302,2803
9302,12193
9302,209792
9302,292593
9302,309974
9302,325761
9302,325762
9302,325765
9302,325830
9302,325853
9302,325856
11000,1862
11000,1196
11000,1013
11000,824
11000,2334
11000,2944
11000,6083
11000,10181
11000,9714
11000,11937
11000,12090
11000,41515
11000,158718
11000,246533
11000,254361
11000,306246
11000,306248
249882,1262
249882,2618
249882,10164
249882,173644
249882,178611
16388,9673
16388,12392
16388,188993
16388,208725
16388,281237
9737,416
9737,1666
9737,3230
9737,4009
9737,6593
9737,9844
9737,3688
9737,11730
9737,11734
9737,12371
9737,14967
9737,18026
9737,161982
9737,164246
9737,166856
9737,167114
9737,167316
9737,168679
9737,178849
